titleEnglish;titleRomaji;startDate;endDate;format;genres;popularity;score;image
Honey and Clover Specials;Hachimitsu to Clover Specials;23/12/2005;24/2/2006;SPECIAL;['Comedy', 'Drama', 'Romance', 'Slice of Life'];4967;72;images\644.png
;Hikaru no Go: Hokuto Hai e no Michi;3/1/2004;3/1/2004;SPECIAL;['Sports', 'Supernatural'];3495;75;images\645.png
;HAUNTED Junction;2/4/1997;25/6/1997;TV;['Comedy', 'Supernatural'];866;56;images\646.png
In a Distant Time OVA;Harukanaru Toki no Naka de: Ajisai Yumegatari;27/3/2002;23/1/2003;OVA;['Adventure', 'Drama', 'Fantasy', 'Romance'];686;49;images\647.png
;Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary;30/6/2004;22/9/2004;TV_SHORT;['Comedy', 'Drama', 'Romance', 'Sci-Fi'];1332;51;images\648.png
Hanaukyo Maid-Tai: La Verite;Hanaukyou Maid-tai: La Verite;4/4/2004;20/6/2004;TV;['Comedy', 'Ecchi', 'Romance'];3136;62;images\649.png
Gunsmith Cats;Gunsmith Cats;1/11/1995;1/9/1996;OVA;['Action', 'Comedy'];15744;72;images\650.png
Galaxy Angel Z;Galaxy Angel Z;3/2/2002;31/3/2002;TV;['Comedy', 'Sci-Fi'];1904;67;images\652.png
Galaxy Angel A;Galaxy Angel A;6/10/2002;31/3/2003;TV;['Comedy', 'Sci-Fi'];1770;67;images\653.png
;Galaxy Angel Ａ Specials;28/11/2003;28/11/2003;SPECIAL;['Comedy', 'Sci-Fi'];709;64;images\654.png
Galaxy Angel X;Galaxy Angel X;7/7/2004;29/9/2004;TV;['Comedy', 'Sci-Fi'];1486;65;images\655.png
Air in Summer;AIR in Summer;28/8/2005;4/9/2005;SPECIAL;['Comedy', 'Drama', 'Romance', 'Supernatural'];6813;68;images\656.png
Akagi;Touhai Densetsu Akagi: Yami ni Maiorita Tensai;4/10/2005;28/3/2006;TV;['Psychological', 'Sports', 'Thriller'];21885;77;images\658.png
Azumanga Daioh: The Very Short Movie;Azumanga Daiou: Gekijou Tanpen;25/12/2001;25/12/2001;SPECIAL;['Comedy', 'Slice of Life'];7496;66;images\659.png
;Denshin Mamotte Shugogetten!;23/6/2000;30/11/2001;OVA;['Comedy', 'Romance'];701;57;images\660.png
Kakyuusei: Elf Version;Elf Ban Kakyuusei: Anata Dake o Mitsumete...;24/1/1998;25/9/1998;OVA;['Drama', 'Ecchi', 'Romance'];841;53;images\661.png
Fullmetal Alchemist: Reflections;Hagane no Renkinjutsushi: Reflections;19/3/2005;19/3/2005;SPECIAL;['Adventure', 'Comedy', 'Drama', 'Fantasy'];7320;68;images\664.png
JoJo's Bizarre Adventure (2000);JoJo no Kimyou na Bouken (2000);25/5/2000;30/11/2000;OVA;['Action', 'Adventure', 'Drama', 'Horror', 'Supernatural'];18253;68;images\665.png
JoJo's Bizarre Adventure;JoJo no Kimyou na Bouken;19/11/1993;18/11/1994;OVA;['Action', 'Adventure', 'Drama', 'Horror', 'Supernatural'];28925;71;images\666.png
Girl Meets Girl;Kashimashi: Girl Meets Girl;12/1/2006;30/3/2006;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];8018;61;images\667.png
Love Love Seven;Koi Koi 7;2/4/2005;25/6/2005;TV;['Comedy', 'Ecchi', 'Mecha', 'Romance'];2616;50;images\668.png
;Kujibiki Unbalance;22/12/2004;22/4/2005;OVA;['Comedy', 'Romance'];2335;55;images\669.png
;Lamune;11/10/2005;27/12/2005;TV;['Drama', 'Romance', 'Slice of Life'];5721;61;images\670.png
;Lemon Angel Project;6/1/2006;31/3/2006;TV;['Drama', 'Music'];1598;55;images\671.png
My-Hime Specials;Mai-HiME Specials;28/1/2005;27/1/2010;SPECIAL;['Comedy'];1678;62;images\673.png
One: To a Shining Season;ONE: Kagayaku Kisetsu e;10/8/2001;24/5/2002;OVA;['Drama', 'Romance'];1002;42;images\675.png
;Refrain Blue;23/6/2000;27/10/2000;OVA;['Drama', 'Ecchi', 'Romance'];669;48;images\676.png
;Sentimental Journey;8/4/1998;1/7/1998;TV;['Drama', 'Romance'];1143;57;images\677.png
;Eigi: SHADOW SKILL;2/7/1998;24/12/1998;TV;['Adventure', 'Drama', 'Fantasy'];1997;62;images\678.png
Shadow Skill: The Movie;Eigi: SHADOW SKILL (1996);21/9/1996;21/11/1996;OVA;['Adventure', 'Drama', 'Fantasy'];1001;57;images\679.png
;Tenbatsu Angel Rabbie☆;23/1/2004;23/1/2004;OVA;['Comedy', 'Sci-Fi'];761;42;images\681.png
Angel Tales;Tenshi no Shippo;4/10/2001;20/12/2001;TV;['Comedy', 'Fantasy', 'Romance'];2318;57;images\682.png
;Tenshi no Shippo Specials;25/3/2002;25/7/2002;OVA;['Comedy', 'Fantasy', 'Romance'];437;54;images\683.png
;Tenshi no Shippo Chu!;6/3/2003;3/4/2003;TV_SHORT;['Fantasy', 'Romance'];886;56;images\684.png
;ToHeart: Remember my memories;2/10/2004;25/12/2004;TV;['Drama', 'Romance', 'Sci-Fi', 'Slice of Life'];1700;57;images\685.png
;ToHeart: Remember my memories - Heart Fighters;13/1/2006;13/1/2006;SPECIAL;['Comedy', 'Sci-Fi'];631;52;images\686.png
Tokyo Mew Mew;Tokyo Mew Mew;6/4/2002;29/3/2003;TV;['Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance', 'Sci-Fi'];23086;68;images\687.png
Utakata;Uta∽Kata;3/10/2004;19/12/2004;TV;['Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological'];4751;60;images\688.png
Utakata: Summer Pair of Early Winter;Uta∽Kata: Shotou no Futanatsu;22/4/2005;22/4/2005;OVA;['Drama', 'Fantasy', 'Mahou Shoujo'];1179;61;images\689.png
Vampire Princess Miyu (TV);Kyuuketsu-hime Miyu (TV);7/10/1997;31/3/1998;TV;['Action', 'Drama', 'Horror'];6110;65;images\690.png
;YAWARA! a fashionable judo girl!;16/10/1989;21/9/1992;TV;['Action', 'Comedy', 'Drama', 'Sports'];5637;68;images\691.png
Yesterday Once More;Dousou Kai;27/3/1998;18/12/1998;OVA;['Hentai', 'Romance'];381;45;images\692.png
Burn-Up Scramble;Burn Up Scramble;12/1/2004;29/3/2004;TV;['Action', 'Comedy', 'Drama', 'Ecchi', 'Sci-Fi'];1644;53;images\693.png
Canvas 2: Rainbow Colored Sketch;Canvas 2: Niji-iro no Sketch;2/10/2005;26/3/2006;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];3504;61;images\694.png
;Canvas: Sepia-iro no Motif;25/12/2001;25/3/2002;OVA;['Comedy', 'Romance', 'Slice of Life'];1253;49;images\695.png
;Tenchi Muyou!;2/4/1995;24/9/1995;TV;['Comedy', 'Romance', 'Sci-Fi'];12508;70;images\696.png
;Kanon: Kazahana;3/5/2003;3/5/2003;OVA;['Drama', 'Romance', 'Slice of Life', 'Supernatural'];2579;61;images\704.png
;Chou Henshin Cosprayers VS Ankoku Uchuu Shougun;21/8/2004;21/8/2004;MOVIE;['Adventure', 'Comedy', 'Sci-Fi'];574;36;images\705.png
Comic Party Revolution;Comic Party Revolution;4/4/2005;27/6/2005;TV;['Comedy', 'Drama'];1565;57;images\706.png
;Comic Party Specials;13/1/2003;13/1/2003;SPECIAL;['Comedy', 'Drama'];728;56;images\707.png
;Patapata Hikousen no Bouken;5/1/2002;29/6/2002;TV;['Adventure', 'Sci-Fi'];1944;67;images\708.png
;Mujin Wakusei Survive;16/10/2003;28/10/2004;TV;['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Slice of Life'];6703;73;images\709.png
;Rec;3/2/2006;31/3/2006;TV_SHORT;['Comedy', 'Drama', 'Romance'];19324;69;images\710.png
Space Battleship Yamato;Uchuu Senkan Yamato (Movie);6/8/1977;6/8/1977;MOVIE;['Drama', 'Sci-Fi'];1774;60;images\711.png
Zoids Genesis;Zoids Genesis;10/4/2005;26/3/2006;TV;['Action', 'Adventure', 'Comedy', 'Mecha'];2177;65;images\712.png
Air: The Motion Picture;AIR (Movie);5/2/2005;5/2/2005;MOVIE;['Drama', 'Romance', 'Supernatural'];7900;66;images\713.png
;High School! Kimengumi;20/10/1985;3/10/1987;TV;['Comedy', 'Romance'];1032;60;images\714.png
If I See You in My Dreams;Yume de Aetara (TV);30/11/1998;24/12/1998;TV_SHORT;['Comedy', 'Drama', 'Romance'];1459;56;images\718.png
Ai no Kusabi;Ai no Kusabi;1/8/1992;1/5/1994;OVA;['Action', 'Drama', 'Romance', 'Sci-Fi'];4738;61;images\719.png
Princess Tutu;Princess Tutu;16/8/2002;23/5/2003;TV;['Drama', 'Fantasy', 'Mahou Shoujo', 'Mystery', 'Psychological', 'Romance'];32650;81;images\721.png
;Baby★LOVE;1/11/1997;1/11/1997;OVA;['Comedy', 'Romance'];1053;52;images\722.png
;Candy Candy (Movie);25/4/1992;25/4/1992;MOVIE;['Drama', 'Slice of Life'];721;59;images\723.png
;Enzai;23/4/2004;22/10/2004;OVA;['Hentai', 'Horror'];1821;41;images\724.png
First Kiss Story;First Kiss☆Monogatari;14/2/2000;14/2/2000;OVA;['Drama', 'Romance'];599;40;images\725.png
;Kingyo Chuuihou!;12/1/1991;29/2/1992;TV;['Comedy'];1229;60;images\727.png
Sunny Ryoko;Hiatari Ryoukou!;29/3/1987;20/3/1988;TV;['Comedy', 'Romance', 'Sports'];1580;63;images\729.png
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem;Interstella 5555: THE 5TORY OF THE 5ECRET 5TAR 5YSTEM;28/5/2003;28/5/2003;MOVIE;['Adventure', 'Drama', 'Music', 'Sci-Fi'];14696;77;images\731.png
;Vampire Hunter D;21/12/1985;21/12/1985;MOVIE;['Action', 'Fantasy', 'Horror', 'Sci-Fi', 'Supernatural'];17300;64;images\732.png
Marchen Awakens Romance;MÄR;3/4/2005;25/3/2007;TV;['Action', 'Adventure', 'Comedy', 'Fantasy'];7417;66;images\738.png
Sailor Moon R;Bishoujo Senshi Sailor Moon R;6/3/1993;12/3/1994;TV;['Action', 'Fantasy', 'Mahou Shoujo', 'Romance', 'Supernatural'];25835;75;images\740.png
;Sensitive Pornograph;20/12/2004;20/12/2004;OVA;['Drama', 'Hentai', 'Romance', 'Slice of Life'];3746;57;images\741.png
Ocean Waves;Umi ga Kikoeru;5/5/1993;5/5/1993;SPECIAL;['Drama', 'Romance', 'Slice of Life'];34135;63;images\743.png
;Trouble Chocolate;9/10/1999;25/3/2000;TV;['Comedy', 'Romance', 'Sci-Fi'];1024;55;images\744.png
Papa to Kiss in the Dark;Papa to KISS IN THE DARK;23/11/2005;21/12/2005;OVA;['Comedy', 'Drama', 'Romance'];4822;47;images\746.png
Embracing Love;Haru wo Daiteita;31/3/2005;27/5/2005;OVA;['Drama', 'Romance'];2856;59;images\747.png
;"True Love Story Summer Days; and yet...";26/9/2003;23/4/2004;OVA;['Romance'];910;49;images\748.png
;Nanami-chan;2/10/2004;8/1/2005;TV_SHORT;['Comedy'];279;49;images\749.png
;Binchou-tan;2/2/2006;15/4/2006;TV_SHORT;['Comedy', 'Slice of Life'];2511;64;images\750.png
;Bomberman Jetters;2/10/2002;24/9/2003;TV;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];914;59;images\751.png
;Osakana wa Ami no Naka;21/7/1994;21/7/1994;OVA;['Drama', 'Romance'];925;37;images\752.png
The Snow Queen;Yuki no Joou;22/5/2005;12/2/2006;TV;['Adventure', 'Drama', 'Fantasy'];1161;59;images\754.png
;Boku no Sexual Harassment;15/12/1994;6/10/1995;OVA;['Drama', 'Hentai'];1502;45;images\755.png
;School Days;25/2/2005;25/2/2005;ONA;['Drama', 'Romance'];10134;51;images\756.png
The Boy Who Saw the Wind;Kaze wo Mita Shounen;22/7/2000;22/7/2000;MOVIE;['Adventure', 'Drama', 'Fantasy'];1022;58;images\757.png
RahXephon: The Motion Picture;RahXephon: Pluralitas Concentio;19/4/2003;19/4/2003;MOVIE;['Action', 'Drama', 'Mecha', 'Psychological', 'Romance', 'Sci-Fi'];2636;65;images\758.png
Tokyo Godfathers;Tokyo Godfathers;8/11/2003;8/11/2003;MOVIE;['Adventure', 'Comedy', 'Drama'];60211;81;images\759.png
TenjhoTenge: The Past Chapter;Tenjou Tenge: THE PAST CHAPTER;30/3/2005;30/3/2005;MOVIE;['Adventure', 'Drama', 'Romance', 'Supernatural'];2682;64;images\760.png
;NARUTO: Akaki Yotsuba no Clover wo Sagase;24/5/2003;24/5/2003;SPECIAL;['Adventure', 'Comedy'];13619;61;images\761.png
Zoids;Zoids;4/9/1999;23/12/2000;TV;['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi'];6015;69;images\763.png
Zoids New Century/Zero;Zoids Shin Seiki/Zero;6/1/2001;30/6/2001;TV;['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Sports'];3779;67;images\764.png
;Chou Henshin Cosprayers Specials;16/7/2004;26/7/2004;SPECIAL;['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Mahou Shoujo', 'Sci-Fi'];534;38;images\765.png
Demonbane OVA;Kishin Houkou Demonbane;1/7/2004;1/7/2004;OVA;['Comedy', 'Drama', 'Mecha', 'Sci-Fi'];1662;52;images\766.png
Burn Up!;Burn Up;21/3/1991;21/3/1991;OVA;['Action', 'Comedy', 'Ecchi', 'Sci-Fi'];2227;55;images\767.png
Burn Up W;Burn Up W;10/4/1996;26/9/1996;OVA;['Action', 'Comedy', 'Drama', 'Ecchi', 'Sci-Fi'];2036;57;images\769.png
;Pale Cocoon;10/12/2005;10/12/2005;OVA;['Drama', 'Sci-Fi'];12639;68;images\770.png
;Ginyuu Mokushiroku Meine Liebe Wieder;22/1/2006;13/4/2006;TV;['Drama', 'Fantasy'];1003;56;images\771.png
;Tenamonya Voyagers;25/6/1999;18/12/1999;OVA;['Adventure', 'Comedy', 'Ecchi', 'Mecha', 'Sci-Fi'];2021;61;images\773.png
;Nanaka 6/17;8/1/2003;26/3/2003;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];1576;61;images\776.png
Hellsing Ultimate;HELLSING OVA;10/2/2006;26/12/2012;OVA;['Action', 'Horror', 'Supernatural'];122567;80;images\777.png
Case Closed: The Time Bombed Skyscraper;Meitantei Conan: Tokei Jikake no Matenrou;19/4/1997;19/4/1997;MOVIE;['Adventure', 'Mystery'];12133;76;images\779.png
Case Closed: The Fourteenth Target;Meitantei Conan: Juuyonbanme no Target;18/4/1998;18/4/1998;MOVIE;['Adventure', 'Mystery'];10647;76;images\780.png
Case Closed: The Last Wizard of the Century;Meitantei Conan: Seikimatsu no Majutsushi;17/4/1999;17/4/1999;MOVIE;['Adventure', 'Mystery'];10600;78;images\781.png
;Gasaraki;4/10/1998;28/3/1999;TV;['Drama', 'Mecha', 'Psychological', 'Supernatural'];5151;63;images\782.png
Otaku no Video;Otaku no Video;27/9/1991;20/12/1991;OVA;['Comedy', 'Drama', 'Mecha', 'Sci-Fi'];8871;69;images\785.png
;Pugyuru;12/4/2004;5/7/2005;TV_SHORT;['Comedy', 'Fantasy'];1366;50;images\786.png
Eiken;Eiken: Eikenbu yori Ai wo Komete;25/6/2003;23/6/2004;OVA;['Comedy', 'Ecchi', 'Romance'];6101;35;images\788.png
Momo, the Girl God of Death;Shinigami no Ballad.;3/3/2006;7/4/2006;TV;['Drama', 'Fantasy', 'Psychological', 'Supernatural'];6850;64;images\789.png
Ergo Proxy;Ergo Proxy;25/2/2006;12/8/2006;TV;['Adventure', 'Mystery', 'Psychological', 'Sci-Fi'];104763;76;images\790.png
Arion;Arion;15/3/1986;15/3/1986;MOVIE;['Action', 'Fantasy'];2257;58;images\791.png
Ranma ½: Nihao My Concubine;Ranma 1/2: Kessen Tougenkyou! Hanayome wo Torimodose!;1/8/1992;1/8/1992;MOVIE;['Action', 'Adventure', 'Comedy', 'Ecchi'];3246;69;images\792.png
xxxHOLiC - A Midsummer Night's Dream;xxxHOLiC: Manatsu no Yoru no Yume;20/8/2005;20/8/2005;MOVIE;['Comedy', 'Drama', 'Mystery', 'Psychological', 'Supernatural'];8739;76;images\793.png
Dear Brother;Onii-sama e...;14/7/1991;31/5/1992;TV;['Drama', 'Psychological'];13848;77;images\795.png
Magical Circle Guru Guru Movie;Mahoujin Guru Guru Movie;20/4/1996;20/4/1996;MOVIE;['Adventure', 'Comedy'];510;57;images\796.png
Maid in Hanaukyo;Hanaukyou Maid-tai OVA;19/9/2001;7/11/2001;OVA;['Comedy', 'Ecchi', 'Romance'];1528;60;images\797.png
;Yomigaeru Sora: Rescue Wings;9/1/2006;27/3/2006;TV;['Drama'];3094;68;images\798.png
;Kokoro Toshokan;12/10/2001;28/12/2001;TV;['Comedy', 'Drama', 'Slice of Life'];1640;59;images\799.png
NieA_7;NieA Under 7;26/4/2000;19/7/2000;TV;['Comedy', 'Sci-Fi', 'Slice of Life'];10630;64;images\800.png
Ghost in the Shell: Stand Alone Complex 2nd GIG;Koukaku Kidoutai: Stand Alone Complex 2nd GIG;1/1/2004;8/1/2005;TV;['Action', 'Mystery', 'Psychological', 'Sci-Fi'];32329;84;images\801.png
Tsubasa Reservoir Chronicle the Movie: The Princess in the Birdcage Kingdom;Tsubasa Chronicle: Tori Kago no Kuni no Himegimi;20/8/2005;20/8/2005;MOVIE;['Adventure', 'Fantasy'];5650;68;images\807.png
Sorcerer Hunters OVA - Chocolate Springs & Other Hot Things!;Ganso Bakuretsu Hunters;21/12/1996;23/4/1997;OVA;['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy'];1237;58;images\808.png
Android Announcer Maico 2010;Android Ana MAICO 2010;6/4/1998;28/9/1998;TV_SHORT;['Comedy', 'Sci-Fi'];796;56;images\810.png
I''s Pure;I''s Pure;9/12/2005;23/6/2006;OVA;['Comedy', 'Drama', 'Ecchi', 'Romance'];3779;62;images\811.png
Arjuna;Chikyuu Shoujo Arjuna;9/1/2001;27/3/2001;TV;['Adventure', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Sci-Fi'];6326;61;images\812.png
Dragon Ball Z;Dragon Ball Z;26/4/1989;31/1/1996;TV;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural'];173528;79;images\813.png
Prince of Tennis: Atobe's Gift;Tennis no Ouji-sama: Atobe Kara no Okurimono;29/1/2005;29/1/2005;MOVIE;['Comedy', 'Sports'];1992;66;images\814.png
;Tennis no Ouji-sama: Futari no Samurai - The First Game;29/1/2005;29/1/2005;MOVIE;['Action', 'Sports'];2754;67;images\815.png
;Tactical Roar;8/1/2006;2/4/2006;TV;['Comedy', 'Romance', 'Sci-Fi'];1522;56;images\817.png
Legend of the Galactic Heroes;Ginga Eiyuu Densetsu;8/1/1988;17/3/1997;OVA;['Drama', 'Sci-Fi'];58688;88;images\820.png
;Initial D BATTLE STAGE;15/5/2002;15/5/2002;OVA;['Action', 'Sports'];6671;72;images\821.png
Initial D Extra Stage;Initial D EXTRA STAGE;22/3/2001;22/3/2001;OVA;['Action', 'Drama', 'Sports'];10537;70;images\822.png
;Guardian Hearts;23/5/2003;28/11/2003;OVA;['Comedy', 'Ecchi', 'Romance'];1434;50;images\824.png
;King of Fighters: Another Day;2/12/2005;3/3/2006;OVA;['Adventure', 'Drama'];1820;56;images\825.png
A Little Snow Fairy Sugar;Chicchana Yukitsukai Sugar;2/10/2001;26/3/2002;TV;['Comedy', 'Fantasy'];3314;65;images\831.png
;Ginsoukikou Ordian;4/4/2000;19/9/2000;TV;['Mecha', 'Sci-Fi'];946;47;images\832.png
Super Heavy God Gravion;Choujuushin Gravion;7/10/2002;16/12/2002;TV;['Adventure', 'Comedy', 'Mecha', 'Sci-Fi'];2623;58;images\833.png
;BLEACH: The Sealed Sword Frenzy;23/3/2006;23/3/2006;SPECIAL;['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural'];14520;64;images\834.png
;Sister Princess RePure;4/10/2002;25/12/2002;TV;['Drama', 'Romance'];1573;58;images\835.png
Sister Princess;Sister Princess;4/4/2001;26/9/2001;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];3963;58;images\836.png
Today in Class 5-2;Kyou no Go no Ni;24/3/2006;21/3/2007;OVA;['Comedy', 'Ecchi', 'Romance'];4937;67;images\837.png
Shadow Star Narutaru;Narutaru: Mukuro Naru Hoshi Tama Taru Ko;7/7/2003;29/9/2003;TV;['Drama', 'Horror', 'Supernatural'];7172;53;images\838.png
Samurai Spirits 2;SAMURAI SPIRITS 2: Asura Zanmaden;25/6/1999;30/9/1999;OVA;['Action', 'Fantasy'];501;51;images\839.png
The World of Narue;Narue no Sekai;5/4/2003;28/6/2003;TV;['Comedy', 'Romance', 'Sci-Fi'];3169;61;images\840.png
Zatch Bell! 101st Devil;Konjiki no Gash Bell!!: 101 Banme no Mamono;7/8/2004;7/8/2004;MOVIE;['Adventure', 'Supernatural'];1745;67;images\844.png
;KIBA;2/4/2006;25/3/2007;TV;['Adventure', 'Fantasy'];8905;66;images\845.png
School Rumble 2nd Term;School Rumble Ni Gakki;3/4/2006;25/9/2006;TV;['Comedy', 'Romance', 'Slice of Life'];19030;77;images\846.png
Jinki:Extend - And Then...;Jinki:Extend - Sorekara;22/2/2006;22/2/2006;OVA;['Mecha', 'Sci-Fi'];561;51;images\848.png
The Melancholy of Haruhi Suzumiya;Suzumiya Haruhi no Yuuutsu;3/4/2006;3/7/2006;TV;['Comedy', 'Mystery', 'Sci-Fi', 'Slice of Life', 'Supernatural'];145755;76;images\849.png
Heaven Academy;Gakuen Heaven;1/4/2006;24/6/2006;TV;['Comedy', 'Drama', 'Romance'];7567;59;images\850.png
;Kyou kara Ore wa!!;1/4/1993;21/12/1997;OVA;['Comedy'];7557;76;images\851.png
;Gokinjo Monogatari;10/9/1995;1/9/1996;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];7296;73;images\852.png
Ouran High School Host Club;Ouran Koukou Host Club;5/4/2006;27/9/2006;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];182982;80;images\853.png
;Soul Link;2/4/2006;25/6/2006;TV;['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi'];3069;55;images\854.png
Strawberry Panic;Strawberry Panic;3/4/2006;25/9/2006;TV;['Drama', 'Romance'];22350;67;images\855.png
Utawarerumono;Utawarerumono;4/4/2006;26/9/2006;TV;['Action', 'Drama', 'Fantasy', 'Sci-Fi'];25970;73;images\856.png
Air Gear;Air Gear;5/4/2006;27/9/2006;TV;['Action', 'Comedy', 'Ecchi', 'Sports'];42083;70;images\857.png
;Gunparade Orchestra;4/10/2005;28/3/2006;TV;['Drama', 'Mecha', 'Romance', 'Sci-Fi', 'Slice of Life'];970;49;images\858.png
Digimon Data Squad;Digimon Savers;2/4/2006;25/3/2007;TV;['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi'];13608;65;images\859.png
Netherworld Battle Chronicle: Disgaea;Makai Senki Disgaea;5/4/2006;21/6/2006;TV;['Action', 'Comedy', 'Fantasy'];6051;61;images\860.png
xxxHOLiC;xxxHOLiC;7/4/2006;29/9/2006;TV;['Comedy', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural'];48399;76;images\861.png
Girl's High;Joshikousei;3/4/2006;19/6/2006;TV;['Comedy', 'Drama', 'Ecchi'];5874;60;images\863.png
Mobile Suit Gundam Seed MSV Astray;Kidou Senshi Gundam SEED MSV ASTRAY;1/3/2004;1/7/2004;OVA;['Mecha', 'Sci-Fi'];2418;57;images\864.png
Metal Armor Dragonar;Kikou Senki Dragonar;7/2/1987;30/1/1988;TV;['Adventure', 'Mecha', 'Sci-Fi'];1725;57;images\865.png
;Slayers Premium;22/12/2001;22/12/2001;MOVIE;['Adventure', 'Comedy', 'Fantasy'];3161;66;images\866.png
Slayers Gorgeous;Slayers Gorgeous;1/8/1998;1/8/1998;MOVIE;['Adventure', 'Comedy', 'Fantasy', 'Supernatural'];3103;68;images\867.png
;Slayers Great;2/8/1997;2/8/1997;MOVIE;['Adventure', 'Comedy', 'Fantasy'];3098;68;images\868.png
;Slayers RETURN;3/8/1996;3/8/1996;MOVIE;['Adventure', 'Comedy', 'Fantasy'];3216;68;images\869.png
;Dragon Half;26/3/1993;28/5/1993;OVA;['Comedy', 'Fantasy'];4269;63;images\870.png
Tweeny Witches;Mahou Shoujo Tai Arusu;9/4/2004;4/3/2005;TV_SHORT;['Adventure', 'Comedy', 'Fantasy'];6160;64;images\872.png
.hack//Roots;.hack//Roots;6/4/2006;28/9/2006;TV;['Adventure', 'Drama', 'Fantasy', 'Sci-Fi'];9126;64;images\873.png
;Digimon Tamers;1/4/2001;31/3/2002;TV;['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi'];28777;75;images\874.png
Mind Game;Mind Game;7/8/2004;7/8/2004;MOVIE;['Adventure', 'Comedy', 'Psychological', 'Romance'];20787;75;images\875.png
;Street Fighter II V;10/4/1995;27/11/1995;TV;['Adventure', 'Drama', 'Mystery'];3758;65;images\876.png
NANA;NANA;5/4/2006;28/3/2007;TV;['Drama', 'Music', 'Romance', 'Slice of Life'];124353;85;images\877.png
Zegapain;Zegapain;6/4/2006;28/9/2006;TV;['Action', 'Mecha', 'Romance', 'Sci-Fi'];6827;69;images\878.png
Simoun;Simoun;3/4/2006;25/9/2006;TV;['Drama', 'Fantasy', 'Romance'];8492;68;images\879.png
Oh! My Goddess: Flights of Fancy;Aa! Megami-sama!: Sorezore no Tsubasa;7/4/2006;15/9/2006;TV;['Comedy', 'Romance', 'Supernatural'];7777;72;images\880.png
;Green Green OVA;20/12/2002;20/12/2002;OVA;['Comedy', 'Ecchi', 'Romance'];3237;51;images\881.png
Yu Yu Hakusho: The Movie;Yuu☆Yuu☆Hakusho: The Golden Seal;10/7/1993;10/7/1993;MOVIE;['Action', 'Adventure', 'Comedy'];6085;64;images\882.png
Yu Yu Hakusho: The Movie - Poltergeist Report;Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna;9/4/1994;9/4/1994;MOVIE;['Action', 'Comedy', 'Supernatural'];5403;67;images\883.png
Blade of the Phantom Master;Shin Angyo Onshi;4/12/2004;4/12/2004;MOVIE;['Action', 'Fantasy'];2730;62;images\884.png
Angel's Egg;Tenshi no Tamago;15/12/1985;15/12/1985;OVA;['Drama', 'Fantasy', 'Psychological'];41775;75;images\885.png
Ah My Buddha Katsu;Amaenaide yo!! Katsu!!;4/1/2006;22/3/2006;TV;['Comedy', 'Ecchi', 'Romance', 'Slice of Life', 'Supernatural'];5777;60;images\886.png
;Megami Kouhosei Special Curriculum;25/5/2002;25/5/2002;OVA;['Action', 'Mecha', 'Sci-Fi'];645;53;images\887.png
Pilot Candidate;Megami Kouhosei;20/1/2000;27/3/2000;TV;['Action', 'Mecha', 'Sci-Fi'];3083;56;images\888.png
King of Braves GaoGaiGar;Yuusha-Ou GaoGaiGar;1/2/1997;31/1/1998;TV;['Adventure', 'Mecha', 'Sci-Fi'];5905;74;images\890.png
Dragon Ball: Sleeping Princess in Devil's Castle;Dragon Ball: Majinjou no Nemuri Hime;18/7/1987;18/7/1987;MOVIE;['Action', 'Adventure', 'Comedy', 'Supernatural'];10439;62;images\891.png
Dragon Ball: Mystical Adventure;Dragon Ball: Makafushigi Daibouken;9/7/1988;9/7/1988;MOVIE;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];9881;63;images\892.png
Dragon Ball: The Path to Power;Dragon Ball: Saikyou e no Michi;2/3/1996;2/3/1996;MOVIE;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];10569;67;images\893.png
